local_path,image_type,is_manual
output/images/25620157537652755_3.jpg,other,true
output/images/25620157537652755_4.jpg,other,true
output/images/25620146094320566_0.jpg,noodles,true
output/images/25620146094320566_1.jpg,noodles,true
output/images/25620146094320566_2.jpg,noodles,true
output/images/25620146094320566_3.jpg,noodles,true
output/images/25619662584368917_0.jpg,noodles,true
output/images/25619194151082427_0.jpg,noodles,true
output/images/25619194151082427_1.jpg,storefront,true
output/images/25619122587756250_0.jpg,noodles,true
output/images/25607955258872983_0.jpg,other,true
output/images/25607955258872983_1.jpg,storefront,true
output/images/25607955258872983_2.jpg,noodles,true
output/images/25607955258872983_3.jpg,storefront,true
output/images/25612657498402759_0.jpg,noodles,true
output/images/25612657498402759_1.jpg,noodles,true
output/images/25612657498402759_2.jpg,noodles,true
output/images/25612657498402759_3.jpg,noodles,true
output/images/25612657498402759_4.jpg,other,true
output/images/25612560775079098_0.jpg,noodles,true
output/images/25612401255095050_0.jpg,noodles,true
output/images/25612401255095050_1.jpg,other,true
output/images/25612259398442569_0.jpg,noodles,true
output/images/25612259398442569_1.jpg,storefront,true
output/images/25611877495147426_0.jpg,storefront,true
output/images/25610636511938191_0.jpg,noodles,true
output/images/25610636511938191_1.jpg,storefront,true
output/images/25610387071963135_0.jpg,storefront,true
output/images/25610387071963135_1.jpg,noodles,true
output/images/25610387071963135_2.jpg,noodles,true
output/images/25610387071963135_3.jpg,noodles,true
output/images/25610387071963135_4.jpg,other,true
output/images/25610252388643270_0.jpg,storefront,true
output/images/25610252388643270_1.jpg,noodles,true
output/images/25610252388643270_2.jpg,noodles,true
output/images/25610252388643270_3.jpg,noodles,true
output/images/25608791398789369_0.jpg,noodles,true
output/images/25604648269203682_0.jpg,noodles,true
output/images/25604648269203682_1.jpg,storefront,true
output/images/25602624562739386_0.jpg,noodles,true
output/images/25602624562739386_1.jpg,storefront,false
output/images/25600436296291546_0.jpg,noodles,false
output/images/25599804716354704_0.jpg,other,false
output/images/25595624116772764_0.jpg,storefront,false
output/images/25595624116772764_1.jpg,noodles,false
output/images/25595624116772764_2.jpg,storefront,false
output/images/25595502556784920_0.jpg,storefront,false
output/images/25595502556784920_1.jpg,noodles,false
output/images/25595281816806994_0.jpg,noodles,false
output/images/25595281816806994_1.jpg,noodles,false
output/images/25594544023547440_0.jpg,noodles,false
output/images/25594544023547440_1.jpg,storefront,false
output/images/25594238550244654_0.jpg,noodles,false
output/images/25594238550244654_1.jpg,noodles,false
output/images/25594238550244654_2.jpg,storefront,false
output/images/25592096143792228_0.jpg,noodles,false
output/images/25591704150498094_0.jpg,noodles,false
output/images/25591704150498094_1.jpg,storefront,false
output/images/25591609533840889_0.jpg,noodles,false
output/images/25591081563893686_0.jpg,noodles,true
output/images/25590954940573015_0.jpg,storefront,false
output/images/25590954940573015_1.jpg,noodles,false
output/images/25590778863923956_0.jpg,noodles,false
output/images/25590778863923956_1.jpg,noodles,false
output/images/25590608587274317_0.jpg,noodles,false
output/images/25590495547285621_0.jpg,noodles,false
output/images/25590495547285621_1.jpg,storefront,true
output/images/25590491523952690_0.jpg,noodles,false
output/images/25590491523952690_1.jpg,noodles,false
output/images/25590491523952690_2.jpg,noodles,false
output/images/25590491523952690_3.jpg,noodles,false
output/images/25590491523952690_4.jpg,noodles,false
output/images/25585514274450415_0.jpg,noodles,false
output/images/25584816557853520_0.jpg,noodles,false
output/images/25584816557853520_1.jpg,noodles,false
output/images/25584816557853520_2.jpg,noodles,false
output/images/25584816557853520_3.jpg,noodles,false
output/images/25583269298008246_0.jpg,storefront,false
output/images/25583269298008246_1.jpg,noodles,false
output/images/25582695881398921_0.jpg,noodles,false
output/images/25582695881398921_1.jpg,noodles,false
output/images/25582585164743326_0.jpg,storefront,false
output/images/25582585164743326_1.jpg,noodles,false
output/images/25582585164743326_2.jpg,other,true
output/images/25582584204743422_0.jpg,noodles,false
output/images/25582584204743422_1.jpg,storefront,true
output/images/25582584204743422_2.jpg,other,false
output/images/25582584204743422_3.jpg,other,false
output/images/25582584204743422_4.jpg,storefront,false
output/images/25582497998085376_0.jpg,noodles,false
output/images/25582497998085376_1.jpg,storefront,false
output/images/25457819110553266_0.jpg,storefront,false
output/images/25457819110553266_1.jpg,storefront,false
output/images/25457819110553266_2.jpg,noodles,false
output/images/25457819110553266_3.jpg,noodles,false
output/images/25457819110553266_4.jpg,noodles,false
output/images/25572932845708558_0.jpg,storefront,false
output/images/25572932845708558_1.jpg,noodles,false
output/images/25572932845708558_2.jpg,noodles,false
output/images/25572932845708558_3.jpg,noodles,false
output/images/25572043822464127_0.jpg,noodles,false
output/images/25571449945856848_0.jpg,noodles,false
output/images/25571449945856848_1.jpg,other,false
output/images/25571449945856848_2.jpg,storefront,false
output/images/25570848032583706_0.jpg,storefront,false
output/images/25565323329802843_0.jpg,storefront,false
output/images/25565323329802843_1.jpg,noodles,true
output/images/25565323329802843_2.jpg,noodles,false
output/images/25565323329802843_3.jpg,noodles,false
output/images/25565323329802843_4.jpg,other,false
output/images/25565069103161599_0.jpg,noodles,false
output/images/25564594553209054_0.jpg,noodles,false
output/images/25564594553209054_1.jpg,other,true
output/images/25564594553209054_2.jpg,noodles,false
output/images/25563906886611154_0.jpg,noodles,false
output/images/25563906886611154_1.jpg,noodles,false
output/images/25563906886611154_2.jpg,storefront,false
output/images/25563906886611154_3.jpg,other,false
output/images/25563906886611154_4.jpg,storefront,true
output/images/25562672533401256_0.jpg,noodles,false
output/images/25561984723470037_0.jpg,noodles,false
output/images/25561984723470037_1.jpg,storefront,false
output/images/25561984723470037_2.jpg,storefront,true
output/images/25561984723470037_3.jpg,other,true
output/images/25561984723470037_4.jpg,other,false
output/images/25561695986832244_0.jpg,storefront,false
output/images/25561695986832244_1.jpg,storefront,false
output/images/25561695986832244_2.jpg,other,false
output/images/25561695986832244_3.jpg,noodles,false
output/images/25561695986832244_4.jpg,other,false
output/images/25561509343517575_0.jpg,noodles,false
output/images/25561509343517575_1.jpg,noodles,false
output/images/25561509343517575_2.jpg,other,true
output/images/25561509343517575_3.jpg,storefront,false
output/images/25561509343517575_4.jpg,noodles,false
output/images/25556955050639671_0.jpg,other,false
output/images/25556718100663366_0.jpg,noodles,false
output/images/25554779687523874_0.jpg,noodles,true
output/images/25554431414225368_0.jpg,noodles,false
output/images/25553174797684363_0.jpg,storefront,false
output/images/25553174797684363_1.jpg,noodles,false
output/images/25553174797684363_2.jpg,noodles,false
output/images/25553174797684363_3.jpg,other,false
output/images/25552313327770510_0.jpg,noodles,false
output/images/25552313327770510_1.jpg,noodles,false
output/images/25552313327770510_2.jpg,other,true
output/images/25547529798248863_0.jpg,noodles,false
output/images/25546537251681451_0.jpg,noodles,false
output/images/25546537251681451_1.jpg,storefront,false
output/images/25546537251681451_2.jpg,noodles,false
output/images/25546537251681451_3.jpg,other,false
output/images/25545699381765238_0.jpg,noodles,false
output/images/25545665018435341_0.jpg,storefront,false
output/images/25545665018435341_1.jpg,other,false
output/images/25545665018435341_2.jpg,other,false
output/images/25545029671832209_0.jpg,storefront,false
output/images/25545029671832209_1.jpg,noodles,false
output/images/25545029671832209_2.jpg,noodles,false
output/images/25545029671832209_3.jpg,noodles,false
output/images/25545029671832209_4.jpg,noodles,false
output/images/25544854828516360_0.jpg,storefront,false
output/images/25544854828516360_1.jpg,noodles,true
output/images/25544854828516360_2.jpg,storefront,false
output/images/25544344288567414_0.jpg,noodles,false
output/images/25544344288567414_1.jpg,storefront,false
output/images/25543616448640198_0.jpg,noodles,false
output/images/25543616448640198_1.jpg,noodles,false
output/images/25543616448640198_2.jpg,storefront,false
output/images/25543616448640198_3.jpg,storefront,true
output/images/25543616448640198_4.jpg,storefront,false
output/images/25539507205717789_0.jpg,other,true
output/images/25539507205717789_1.jpg,noodles,false
output/images/25702333962768445_0.jpg,noodles,false
output/images/25702333962768445_1.jpg,noodles,false
output/images/25702333962768445_2.jpg,noodles,false
output/images/25667328066269035_0.jpg,other,true
output/images/25667328066269035_1.jpg,noodles,false
output/images/25667328066269035_2.jpg,other,true
output/images/25639669085701600_0.jpg,noodles,false
output/images/25637535242581651_0.jpg,noodles,false
output/images/25619192807749228_0.jpg,noodles,false
output/images/25619192807749228_1.jpg,other,false
output/images/25619192807749228_2.jpg,storefront,false
output/images/25619192807749228_3.jpg,other,false
output/images/25619192807749228_4.jpg,other,true
output/images/25603454319323077_0.jpg,other,false
output/images/25592853097049866_0.jpg,storefront,false
output/images/25575005612167948_0.jpg,storefront,false
output/images/25575005612167948_1.jpg,storefront,false
output/images/25575005612167948_2.jpg,noodles,false
output/images/25575005612167948_3.jpg,noodles,false
output/images/25575005612167948_4.jpg,noodles,false
output/images/25720880974247077_0.jpg,noodles,false
output/images/25720880974247077_1.jpg,noodles,false
output/images/25720880974247077_2.jpg,noodles,false
output/images/25720089170992924_0.jpg,noodles,false
output/images/25720089170992924_1.jpg,noodles,false
output/images/25720089170992924_2.jpg,noodles,false
output/images/25720089170992924_3.jpg,noodles,false
output/images/25719867491015092_0.jpg,noodles,false
output/images/25719013084433866_0.jpg,storefront,false
output/images/25719013084433866_1.jpg,noodles,false
output/images/25718879677780540_0.jpg,noodles,false
output/images/25718879677780540_1.jpg,storefront,false
output/images/25718716504463524_0.jpg,noodles,false
output/images/25711337155201459_0.jpg,noodles,false
output/images/25711045435230631_0.jpg,noodles,false
output/images/25711045435230631_1.jpg,noodles,false
output/images/25711045435230631_2.jpg,other,false
output/images/25710980221903819_0.jpg,noodles,true
output/images/25710980221903819_1.jpg,noodles,false
output/images/25710980221903819_2.jpg,noodles,true
output/images/25710980221903819_3.jpg,storefront,false
output/images/25710911295244045_0.jpg,storefront,false
output/images/25710911295244045_1.jpg,noodles,false
output/images/25710911295244045_2.jpg,noodles,false
output/images/25710911295244045_3.jpg,noodles,false
output/images/25710911295244045_4.jpg,noodles,false
output/images/25710765328591975_0.jpg,noodles,false
output/images/25721958787472629_0.jpg,storefront,false
output/images/25721958787472629_1.jpg,noodles,false
output/images/25554031297598713_0.jpg,noodles,false
output/images/25554031297598713_1.jpg,storefront,false
output/images/25537488689252974_0.jpg,other,false
output/images/25537488689252974_1.jpg,noodles,false
output/images/25537462385922271_0.jpg,noodles,true
output/images/25537407779261065_0.jpg,noodles,false
output/images/25537406029261240_0.jpg,noodles,false
output/images/25537406029261240_1.jpg,storefront,false
output/images/25537243715944138_0.jpg,storefront,false
output/images/25536833929318450_0.jpg,noodles,false
output/images/25532021893132987_0.jpg,storefront,false
output/images/25532021893132987_1.jpg,noodles,false
output/images/25532021893132987_2.jpg,noodles,false
output/images/25532021893132987_3.jpg,other,false
output/images/25530187743316402_0.jpg,noodles,false
output/images/25530187743316402_1.jpg,noodles,false
output/images/25529926480009195_0.jpg,other,false
output/images/25529066476761862_0.jpg,noodles,false
output/images/25529066476761862_1.jpg,other,false
output/images/25529066476761862_2.jpg,storefront,false
output/images/25527996430202200_0.jpg,storefront,false
output/images/25526544213680755_0.jpg,storefront,false
output/images/25526544213680755_1.jpg,noodles,false
output/images/25526544213680755_2.jpg,other,false
output/images/25522214157447094_0.jpg,noodles,false
output/images/25522214157447094_1.jpg,noodles,false
output/images/25522214157447094_2.jpg,noodles,false
output/images/25522214157447094_3.jpg,other,true
output/images/25522083480793495_0.jpg,noodles,false
output/images/25522083480793495_1.jpg,other,false
output/images/25522083480793495_2.jpg,storefront,false
output/images/25520133737655136_0.jpg,noodles,false
output/images/25520133737655136_1.jpg,storefront,false
output/images/25519766331025210_0.jpg,storefront,false
output/images/25519766331025210_1.jpg,noodles,false
output/images/25519436384391538_0.jpg,storefront,false
output/images/25519436384391538_1.jpg,noodles,false
output/images/25519436384391538_2.jpg,noodles,false
output/images/25519436384391538_3.jpg,noodles,false
output/images/25518637474471429_0.jpg,noodles,false
output/images/25512923128376197_0.jpg,noodles,false
output/images/25512923128376197_1.jpg,noodles,false
output/images/25512923128376197_2.jpg,storefront,false
output/images/25512923128376197_3.jpg,other,false
output/images/25512923128376197_4.jpg,other,false
output/images/25512867791715064_0.jpg,noodles,false
output/images/25512867791715064_1.jpg,noodles,false
output/images/25512572821744561_0.jpg,noodles,false
output/images/25512572821744561_1.jpg,storefront,false
output/images/25511277105207466_0.jpg,storefront,false
output/images/25510745415260635_0.jpg,storefront,false
output/images/25510745415260635_1.jpg,noodles,false
output/images/25510456218622888_0.jpg,storefront,false
output/images/25510456218622888_1.jpg,noodles,false
output/images/25510456218622888_2.jpg,noodles,false
output/images/25510456218622888_3.jpg,noodles,false
output/images/25510456218622888_4.jpg,noodles,false
output/images/25510014722000371_0.jpg,noodles,false
output/images/25509682405366936_0.jpg,noodles,false
output/images/25504644305870746_0.jpg,storefront,false
output/images/25504644305870746_1.jpg,storefront,false
output/images/25504644305870746_2.jpg,other,false
output/images/25504644305870746_3.jpg,noodles,false
output/images/25503901059278404_0.jpg,noodles,false
output/images/25503890979279412_0.jpg,noodles,false
output/images/25503890979279412_1.jpg,storefront,true
output/images/25503890979279412_2.jpg,storefront,false
output/images/25501988289469681_0.jpg,other,false
output/images/25494448196890357_0.jpg,noodles,false
output/images/25494448196890357_1.jpg,noodles,false
output/images/25494448196890357_2.jpg,noodles,false
output/images/25494448196890357_3.jpg,noodles,false
output/images/25493409210327589_0.jpg,noodles,false
output/images/25491731150495395_0.jpg,storefront,false
output/images/25491731150495395_1.jpg,noodles,false
output/images/25491711063830737_0.jpg,storefront,false
output/images/25491711063830737_1.jpg,noodles,false
output/images/25491125637222613_0.jpg,noodles,false
output/images/25485957141072796_0.jpg,other,true
output/images/25485957141072796_1.jpg,other,false
output/images/25484414344560409_0.jpg,noodles,false
output/images/25484414344560409_1.jpg,noodles,false
output/images/25484414344560409_2.jpg,noodles,false
output/images/25484414344560409_3.jpg,other,false
output/images/25484414344560409_4.jpg,storefront,false
output/images/25484297384572105_0.jpg,noodles,false
output/images/25482961618039015_0.jpg,noodles,false
output/images/25482961618039015_1.jpg,storefront,true
output/images/25482961618039015_2.jpg,other,true
output/images/25482878651380645_0.jpg,noodles,false
output/images/25482878651380645_1.jpg,noodles,false
output/images/25482878651380645_2.jpg,other,false
output/images/25482513641417146_0.jpg,storefront,false
output/images/25482513641417146_1.jpg,noodles,false
output/images/25482513641417146_2.jpg,noodles,false
output/images/25482513641417146_3.jpg,other,false
output/images/25482198568115320_0.jpg,noodles,false
output/images/25482198568115320_1.jpg,noodles,false
output/images/25482198568115320_2.jpg,noodles,true
output/images/25482198568115320_3.jpg,noodles,false
output/images/25482198568115320_4.jpg,noodles,false
output/images/25481829154818928_0.jpg,noodles,false
output/images/25476636135338230_0.jpg,noodles,true
output/images/25475743618760815_0.jpg,other,false
output/images/25475489942119516_0.jpg,noodles,false
output/images/25475489942119516_1.jpg,storefront,false
output/images/25475390135462830_0.jpg,noodles,false
output/images/25475390135462830_1.jpg,storefront,false
output/images/25475069822161528_0.jpg,other,false
output/images/25475069822161528_1.jpg,storefront,false
output/images/25475069822161528_2.jpg,storefront,false
output/images/25475069822161528_3.jpg,storefront,false
output/images/25475069822161528_4.jpg,noodles,false
output/images/25474439452224565_0.jpg,noodles,true
output/images/25474439452224565_1.jpg,other,false
output/images/25473642618970915_0.jpg,storefront,false
output/images/25473642618970915_1.jpg,noodles,false
output/images/25473642618970915_2.jpg,other,false
output/images/25033380302997151_0.jpg,storefront,false
output/images/25033380302997151_1.jpg,noodles,false
output/images/25033380302997151_2.jpg,noodles,false
output/images/25473304715671372_0.jpg,noodles,false
output/images/25473272625674581_0.jpg,noodles,false
output/images/25473178752350635_0.jpg,noodles,false
output/images/25472800122388498_0.jpg,noodles,false
output/images/25472800122388498_1.jpg,noodles,false
output/images/25472800122388498_2.jpg,noodles,false
output/images/25472800122388498_3.jpg,noodles,false
output/images/25467177666284077_0.jpg,noodles,true
output/images/25467177666284077_1.jpg,noodles,true
output/images/25467177666284077_2.jpg,other,false
output/images/25466785222989988_0.jpg,noodles,false
output/images/25465913659743811_0.jpg,noodles,false
output/images/25465515493116961_0.jpg,noodles,false
output/images/25465515493116961_1.jpg,storefront,false
output/images/25465515493116961_2.jpg,storefront,false
output/images/25465053313163179_0.jpg,noodles,false
output/images/25464993906502453_0.jpg,noodles,false
output/images/25464771856524658_0.jpg,noodles,false
output/images/25438234302511747_0.jpg,other,false
output/images/25464217359913441_0.jpg,storefront,false
output/images/25464217359913441_1.jpg,noodles,false
output/images/25463888843279626_0.jpg,noodles,false
output/images/25463888843279626_1.jpg,noodles,false
output/images/25463888843279626_2.jpg,noodles,false
output/images/25463888843279626_3.jpg,noodles,false
output/images/25463398576661986_0.jpg,noodles,false
output/images/25463340116667832_0.jpg,noodles,false
output/images/25738392709162570_0.jpg,noodles,false
output/images/25738392709162570_1.jpg,noodles,false
output/images/25738392709162570_2.jpg,storefront,false
output/images/25738392709162570_3.jpg,other,false
output/images/25738055209196320_0.jpg,noodles,false
output/images/25738055209196320_1.jpg,other,true
output/images/25736042676064240_0.jpg,noodles,false
output/images/25736042676064240_1.jpg,noodles,false
output/images/25736042676064240_2.jpg,noodles,false
output/images/25736042676064240_3.jpg,storefront,false
output/images/25732609133074261_0.jpg,noodles,false
output/images/25730908869910954_0.jpg,noodles,false
output/images/25730908869910954_1.jpg,noodles,false
output/images/25730908869910954_2.jpg,storefront,false
output/images/25755838824084625_0.jpg,noodles,false
output/images/25755838824084625_1.jpg,noodles,false
output/images/25755838824084625_2.jpg,other,false
output/images/25755838824084625_3.jpg,noodles,true
output/images/25755838824084625_4.jpg,other,false
output/images/25750865497915291_0.jpg,noodles,true
output/images/25750865497915291_1.jpg,other,false
output/images/25750865497915291_2.jpg,storefront,false
output/images/25750865497915291_3.jpg,other,false
output/images/25749092748092566_0.jpg,noodles,false
output/images/25740634985605009_0.jpg,noodles,false
output/images/25740634985605009_1.jpg,noodles,false
output/images/25740634985605009_2.jpg,noodles,false
output/images/25740634985605009_3.jpg,noodles,false
output/images/25739677719034069_0.jpg,noodles,false
output/images/25739355502399624_0.jpg,storefront,true
output/images/25739355502399624_1.jpg,noodles,false
output/images/25738797979122043_0.jpg,noodles,true
output/images/25738797979122043_1.jpg,storefront,false
output/images/25737762565892251_0.jpg,noodles,false
output/images/25737762565892251_1.jpg,noodles,false
output/images/25737762565892251_2.jpg,storefront,false
output/images/25765252326476608_0.jpg,storefront,false
output/images/25765252326476608_1.jpg,noodles,false
output/images/25765252326476608_2.jpg,noodles,false
output/images/25765252326476608_3.jpg,noodles,false
output/images/25765252326476608_4.jpg,other,false
output/images/25764898736511967_0.jpg,other,false
output/images/25764468109888363_0.jpg,noodles,false
output/images/25764468109888363_1.jpg,noodles,false
output/images/25764468109888363_2.jpg,noodles,true
output/images/25764468109888363_3.jpg,noodles,false
output/images/25764468109888363_4.jpg,noodles,false
output/images/25763656643302843_0.jpg,storefront,false
output/images/25763656643302843_1.jpg,noodles,false
output/images/25758447693823738_0.jpg,noodles,false
output/images/25730468989954942_0.jpg,noodles,false
output/images/25774390882229419_0.jpg,noodles,false
output/images/25774390882229419_1.jpg,noodles,false
output/images/25766461159689058_0.jpg,noodles,false
output/images/25765686323099875_0.jpg,noodles,true
output/images/25765686323099875_1.jpg,noodles,false
output/images/25765686323099875_2.jpg,other,false
output/images/25765686323099875_3.jpg,storefront,false
output/images/25765648189770355_0.jpg,storefront,false
output/images/25765648189770355_1.jpg,noodles,false
output/images/25787942120874295_0.jpg,storefront,false
output/images/25786815587653615_0.jpg,other,true
output/images/25786183631050144_0.jpg,noodles,false
output/images/25786183631050144_1.jpg,noodles,false
output/images/25785424197792754_0.jpg,storefront,false
output/images/25785424197792754_1.jpg,storefront,false
output/images/25785424197792754_2.jpg,noodles,false
output/images/25785424197792754_3.jpg,other,true
output/images/25785424197792754_4.jpg,other,false
output/images/25784329764568864_0.jpg,other,false
output/images/25783907111277796_0.jpg,noodles,false
output/images/25783907111277796_1.jpg,storefront,false
output/images/25783907111277796_2.jpg,noodles,false
output/images/25783735981294909_0.jpg,noodles,false
output/images/25783735981294909_1.jpg,other,false
output/images/25783735981294909_2.jpg,storefront,false
output/images/25783735981294909_3.jpg,storefront,false
output/images/25783735981294909_4.jpg,other,false
output/images/25782525474749293_0.jpg,noodles,false
output/images/25782525474749293_1.jpg,storefront,false
output/images/25782525474749293_2.jpg,other,true
output/images/25777835555218285_0.jpg,other,false
output/images/25777835555218285_1.jpg,noodles,false
output/images/25776833085318532_0.jpg,storefront,false
output/images/25776189652049542_0.jpg,storefront,false
output/images/25776189652049542_1.jpg,noodles,false
output/images/25775542992114208_0.jpg,noodles,false
output/images/25775477225454118_0.jpg,noodles,false
output/images/25775477225454118_1.jpg,storefront,false
output/images/25775376265464214_0.jpg,noodles,false
output/images/25775278112140696_0.jpg,noodles,false
output/images/25792671500401357_0.jpg,noodles,true
output/images/25792419110426596_0.jpg,noodles,false
output/images/25801782829490224_0.jpg,storefront,false
output/images/25795889260079581_0.jpg,noodles,false
output/images/25795889260079581_1.jpg,noodles,false
output/images/25795710303430810_0.jpg,noodles,false
output/images/25795710303430810_1.jpg,other,false
output/images/25795334676801706_0.jpg,noodles,false
output/images/25795334676801706_1.jpg,noodles,true
output/images/25795334676801706_2.jpg,noodles,false
output/images/25795334676801706_3.jpg,storefront,false
output/images/25795334676801706_4.jpg,storefront,false
output/images/25795068233495017_0.jpg,other,true
output/images/25795068233495017_1.jpg,noodles,false
output/images/25795068233495017_2.jpg,storefront,false
output/images/25795058326829341_0.jpg,noodles,false
output/images/25795058326829341_1.jpg,storefront,true
output/images/25794004416934732_0.jpg,noodles,false
output/images/25794004416934732_1.jpg,noodles,false
output/images/25794004416934732_2.jpg,noodles,false
output/images/25794004416934732_3.jpg,noodles,false
output/images/25793823533619487_0.jpg,noodles,false
output/images/25793823533619487_1.jpg,other,false
output/images/25793823533619487_2.jpg,storefront,false
output/images/25792909333710907_0.jpg,storefront,false
output/images/25792909333710907_1.jpg,noodles,false
output/images/25786510621017445_0.jpg,noodles,false
output/images/25803244942677346_0.jpg,other,false
output/images/25803236569344850_0.jpg,noodles,false
output/images/25803236569344850_1.jpg,storefront,false
output/images/25803236569344850_2.jpg,other,false
output/images/25803236569344850_3.jpg,storefront,false
output/images/25802736942728146_0.jpg,noodles,false
output/images/25802054289463078_0.jpg,noodles,false
output/images/25849032208098619_0.jpg,noodles,true
output/images/25848990711436102_0.jpg,noodles,false
output/images/25843617758640064_0.jpg,noodles,false
output/images/25843617758640064_1.jpg,noodles,false
output/images/25843617758640064_2.jpg,noodles,false
output/images/25843617758640064_3.jpg,noodles,false
output/images/25843617758640064_4.jpg,storefront,true
output/images/25843301368671703_0.jpg,noodles,false
output/images/25843301368671703_1.jpg,storefront,false
output/images/25841397518862088_0.jpg,noodles,false
output/images/25841397518862088_1.jpg,noodles,false
output/images/25841397518862088_2.jpg,noodles,false
output/images/25841397518862088_3.jpg,noodles,false
output/images/25840198085648698_0.jpg,storefront,false
output/images/25843149498686890_0.jpg,noodles,true
output/images/25843149498686890_1.jpg,storefront,false
output/images/25842202535448253_0.jpg,other,false
output/images/25839670259034814_0.jpg,noodles,false
output/images/25839670259034814_1.jpg,other,false
output/images/25839670259034814_2.jpg,storefront,false
output/images/25839605885707918_0.jpg,noodles,false
output/images/25833111936357313_0.jpg,noodles,false
output/images/25833111936357313_1.jpg,other,false
output/images/25831052509896589_0.jpg,noodles,false
output/images/25830185826649924_0.jpg,storefront,false
output/images/25830185826649924_1.jpg,noodles,false
output/images/25830185826649924_2.jpg,other,true
output/images/25829658190036021_0.jpg,storefront,false
output/images/25829658190036021_1.jpg,noodles,false
output/images/25829658190036021_2.jpg,noodles,false
output/images/25829658190036021_3.jpg,noodles,false
output/images/25823232374011936_0.jpg,storefront,false
output/images/25823232374011936_1.jpg,noodles,false
output/images/25823192174015956_0.jpg,storefront,false
output/images/25823192174015956_1.jpg,noodles,false
output/images/25823192174015956_2.jpg,noodles,false
output/images/25823192174015956_3.jpg,noodles,false
